"Plot Title: Chute-3_05-17-2016"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10641660, SEN S/N: 10641660)","Intensity, Lux (LGR S/N: 10641660, SEN S/N: 10641660)","Coupler Attached (LGR S/N: 10641660, SEN S/N: 10641660)","Host Connected (LGR S/N: 10641660, SEN S/N: 10641660)","Coupler Detached (LGR S/N: 10641660, SEN S/N: 10641660)","End Of File (LGR S/N: 10641660, SEN S/N: 10641660)"
70,06/24/16 01:45:00 PM,39.615,198401.3,,,,
71,06/24/16 01:50:00 PM,43.359,198401.3,,,,
72,06/24/16 01:55:00 PM,46.465,198401.3,,,,
73,06/24/16 02:00:00 PM,48.023,198401.3,,,,
74,06/24/16 02:05:00 PM,48.421,198401.3,,,,
75,06/24/16 02:10:00 PM,47.499,187379.0,,,,
76,06/24/16 02:15:00 PM,47.629,198401.3,,,,
77,06/24/16 02:20:00 PM,46.337,187379.0,,,,
78,06/24/16 02:25:00 PM,45.452,187379.0,,,,
79,06/24/16 02:30:00 PM,45.577,187379.0,,,,
80,06/24/16 02:35:00 PM,46.850,187379.0,,,,
81,06/24/16 02:40:00 PM,47.629,187379.0,,,,
82,06/24/16 02:45:00 PM,48.687,176356.7,,,,
83,06/24/16 02:50:00 PM,49.496,187379.0,,,,
84,06/24/16 02:55:00 PM,47.499,170845.6,,,,
85,06/24/16 03:00:00 PM,48.023,176356.7,,,,
86,06/24/16 03:05:00 PM,48.821,176356.7,,,,
87,06/24/16 03:10:00 PM,47.238,170845.6,,,,
88,06/24/16 03:15:00 PM,46.850,176356.7,,,,
89,06/24/16 03:20:00 PM,48.554,159823.3,,,,
90,06/24/16 03:25:00 PM,50.734,176356.7,,,,
91,06/24/16 03:30:00 PM,48.821,159823.3,,,,
92,06/24/16 03:35:00 PM,47.629,159823.3,,,,
93,06/24/16 03:40:00 PM,49.225,154312.1,,,,
94,06/24/16 03:45:00 PM,48.687,143289.8,,,,
95,06/24/16 03:50:00 PM,49.768,148801.0,,,,
96,06/24/16 03:55:00 PM,48.155,137778.7,,,,
97,06/24/16 04:00:00 PM,47.892,132267.5,,,,
98,06/24/16 04:05:00 PM,48.821,137778.7,,,,
99,06/24/16 04:10:00 PM,49.225,115734.1,,,,
100,06/24/16 04:15:00 PM,49.496,99200.7,,,,
101,06/24/16 04:20:00 PM,48.155,93689.5,,,,
102,06/24/16 04:25:00 PM,48.955,93689.5,,,,
103,06/24/16 04:30:00 PM,47.499,132267.5,,,,
104,06/24/16 04:35:00 PM,46.722,93689.5,,,,
105,06/24/16 04:40:00 PM,44.089,12400.1,,,,
106,06/24/16 04:45:00 PM,39.615,9300.1,,,,
107,06/24/16 04:50:00 PM,36.728,7577.8,,,,
108,06/24/16 04:55:00 PM,36.295,7233.4,,,,
109,06/24/16 05:00:00 PM,36.079,6544.5,,,,
110,06/24/16 05:05:00 PM,35.756,5511.1,,,,
111,06/24/16 05:10:00 PM,36.079,5338.9,,,,
112,06/24/16 05:15:00 PM,35.864,4822.3,,,,
113,06/24/16 05:20:00 PM,34.479,4994.5,,,,
114,06/24/16 05:25:00 PM,34.691,4650.0,,,,
115,06/24/16 05:30:00 PM,35.649,4477.8,,,,
116,06/24/16 05:35:00 PM,35.115,4133.4,,,,
117,06/24/16 05:40:00 PM,34.796,3961.1,,,,
118,06/24/16 05:45:00 PM,34.796,4305.6,,,,
119,06/24/16 05:50:00 PM,35.115,3961.1,,,,
120,06/24/16 05:55:00 PM,34.796,3788.9,,,,
121,06/24/16 06:00:00 PM,33.953,3788.9,,,,
122,06/24/16 06:05:00 PM,34.691,3616.7,,,,
123,06/24/16 06:10:00 PM,34.903,3444.5,,,,
124,06/24/16 06:15:00 PM,34.903,3444.5,,,,
125,06/24/16 06:20:00 PM,34.479,3272.2,,,,
126,06/24/16 06:25:00 PM,33.535,3272.2,,,,
127,06/24/16 06:30:00 PM,33.535,2927.8,,,,
128,06/24/16 06:35:00 PM,32.497,2927.8,,,,
129,06/24/16 06:40:00 PM,31.370,2927.8,,,,
130,06/24/16 06:45:00 PM,30.356,2755.6,,,,
131,06/24/16 06:50:00 PM,28.953,2755.6,,,,
132,06/24/16 06:55:00 PM,33.014,2411.1,,,,
133,06/24/16 07:00:00 PM,31.983,2325.0,,,,
134,06/24/16 07:05:00 PM,31.166,1894.5,,,,
135,06/24/16 07:10:00 PM,31.983,1808.3,,,,
136,06/24/16 07:15:00 PM,31.574,1722.2,,,,
137,06/24/16 07:20:00 PM,29.853,1463.9,,,,
138,06/24/16 07:25:00 PM,29.252,1345.5,,,,
139,06/24/16 07:30:00 PM,30.457,1141.0,,,,
140,06/24/16 07:35:00 PM,30.659,936.5,,,,
141,06/24/16 07:40:00 PM,31.676,656.6,,,,
142,06/24/16 07:45:00 PM,32.188,505.9,,,,
143,06/24/16 07:50:00 PM,32.600,312.2,,,,
144,06/24/16 07:55:00 PM,32.086,183.0,,,,
145,06/24/16 08:00:00 PM,31.268,107.6,,,,
146,06/24/16 08:05:00 PM,32.188,53.8,,,,
147,06/24/16 08:10:00 PM,31.880,21.5,,,,
148,06/24/16 08:15:00 PM,31.676,0.0,,,,
149,06/24/16 08:20:00 PM,31.880,0.0,,,,
150,06/24/16 08:25:00 PM,30.963,0.0,,,,
151,06/24/16 08:30:00 PM,30.760,0.0,,,,
152,06/24/16 08:35:00 PM,31.064,0.0,,,,
153,06/24/16 08:40:00 PM,30.963,0.0,,,,
154,06/24/16 08:45:00 PM,29.953,0.0,,,,
155,06/24/16 08:50:00 PM,30.255,0.0,,,,
156,06/24/16 08:55:00 PM,30.558,0.0,,,,
157,06/24/16 09:00:00 PM,31.166,0.0,,,,
158,06/24/16 09:05:00 PM,31.676,0.0,,,,
159,06/24/16 09:10:00 PM,32.291,0.0,,,,
160,06/24/16 09:15:00 PM,32.704,0.0,,,,
161,06/24/16 09:20:00 PM,31.472,0.0,,,,
162,06/24/16 09:25:00 PM,31.064,0.0,,,,
163,06/24/16 09:30:00 PM,32.086,0.0,,,,
164,06/24/16 09:35:00 PM,32.291,0.0,,,,
165,06/24/16 09:40:00 PM,32.291,0.0,,,,
166,06/24/16 09:45:00 PM,31.880,0.0,,,,
167,06/24/16 09:50:00 PM,31.064,0.0,,,,
168,06/24/16 09:55:00 PM,31.166,0.0,,,,
169,06/24/16 10:00:00 PM,30.558,0.0,,,,
170,06/24/16 10:05:00 PM,31.983,0.0,,,,
171,06/24/16 10:10:00 PM,29.652,0.0,,,,
172,06/24/16 10:15:00 PM,27.567,0.0,,,,
173,06/24/16 10:20:00 PM,26.097,0.0,,,,
174,06/24/16 10:25:00 PM,25.416,0.0,,,,
175,06/24/16 10:30:00 PM,26.097,0.0,,,,
176,06/24/16 10:35:00 PM,25.319,0.0,,,,
177,06/24/16 10:40:00 PM,24.835,0.0,,,,
178,06/24/16 10:45:00 PM,25.708,0.0,,,,
179,06/24/16 10:50:00 PM,27.665,0.0,,,,
180,06/24/16 10:55:00 PM,29.652,0.0,,,,
181,06/24/16 11:00:00 PM,28.357,0.0,,,,
182,06/24/16 11:05:00 PM,26.977,0.0,,,,
183,06/24/16 11:10:00 PM,25.416,0.0,,,,
184,06/24/16 11:15:00 PM,24.641,0.0,,,,
185,06/24/16 11:20:00 PM,24.062,0.0,,,,
186,06/24/16 11:25:00 PM,23.966,0.0,,,,
187,06/24/16 11:30:00 PM,23.773,0.0,,,,
188,06/24/16 11:35:00 PM,25.028,0.0,,,,
189,06/24/16 11:40:00 PM,27.665,0.0,,,,
190,06/24/16 11:45:00 PM,29.552,0.0,,,,
191,06/24/16 11:50:00 PM,28.555,0.0,,,,
192,06/24/16 11:55:00 PM,27.173,0.0,,,,
193,06/25/16 12:00:00 AM,26.390,0.0,,,,
194,06/25/16 12:05:00 AM,25.513,0.0,,,,
195,06/25/16 12:10:00 AM,27.567,0.0,,,,
196,06/25/16 12:15:00 AM,27.961,0.0,,,,
197,06/25/16 12:20:00 AM,26.683,0.0,,,,
198,06/25/16 12:25:00 AM,25.610,0.0,,,,
199,06/25/16 12:30:00 AM,24.545,0.0,,,,
200,06/25/16 12:35:00 AM,23.966,0.0,,,,
201,06/25/16 12:40:00 AM,24.255,0.0,,,,
202,06/25/16 12:45:00 AM,24.351,0.0,,,,
203,06/25/16 12:50:00 AM,23.869,0.0,,,,
204,06/25/16 12:55:00 AM,25.319,0.0,,,,
205,06/25/16 01:00:00 AM,24.931,0.0,,,,
206,06/25/16 01:05:00 AM,24.931,0.0,,,,
207,06/25/16 01:10:00 AM,24.931,0.0,,,,
208,06/25/16 01:15:00 AM,25.610,0.0,,,,
209,06/25/16 01:20:00 AM,25.222,0.0,,,,
210,06/25/16 01:25:00 AM,24.448,0.0,,,,
211,06/25/16 01:30:00 AM,24.062,0.0,,,,
212,06/25/16 01:35:00 AM,23.773,0.0,,,,
213,06/25/16 01:40:00 AM,23.581,0.0,,,,
214,06/25/16 01:45:00 AM,23.292,0.0,,,,
215,06/25/16 01:50:00 AM,23.388,0.0,,,,
216,06/25/16 01:55:00 AM,24.448,0.0,,,,
217,06/25/16 02:00:00 AM,24.641,0.0,,,,
218,06/25/16 02:05:00 AM,24.062,0.0,,,,
219,06/25/16 02:10:00 AM,23.677,0.0,,,,
220,06/25/16 02:15:00 AM,23.484,0.0,,,,
221,06/25/16 02:20:00 AM,23.773,0.0,,,,
222,06/25/16 02:25:00 AM,23.869,0.0,,,,
223,06/25/16 02:30:00 AM,23.773,0.0,,,,
224,06/25/16 02:35:00 AM,23.869,0.0,,,,
225,06/25/16 02:40:00 AM,24.062,0.0,,,,
226,06/25/16 02:45:00 AM,23.677,0.0,,,,
227,06/25/16 02:50:00 AM,23.196,0.0,,,,
228,06/25/16 02:55:00 AM,22.812,0.0,,,,
229,06/25/16 03:00:00 AM,22.621,0.0,,,,
230,06/25/16 03:05:00 AM,22.812,0.0,,,,
231,06/25/16 03:10:00 AM,23.196,0.0,,,,
232,06/25/16 03:15:00 AM,23.581,0.0,,,,
233,06/25/16 03:20:00 AM,23.677,0.0,,,,
234,06/25/16 03:25:00 AM,23.581,0.0,,,,
235,06/25/16 03:30:00 AM,23.484,0.0,,,,
236,06/25/16 03:35:00 AM,23.773,0.0,,,,
237,06/25/16 03:40:00 AM,24.738,0.0,,,,
238,06/25/16 03:45:00 AM,25.416,0.0,,,,
239,06/25/16 03:50:00 AM,25.513,0.0,,,,
240,06/25/16 03:55:00 AM,25.416,0.0,,,,
241,06/25/16 04:00:00 AM,25.416,0.0,,,,
242,06/25/16 04:05:00 AM,25.125,0.0,,,,
243,06/25/16 04:10:00 AM,25.416,0.0,,,,
244,06/25/16 04:15:00 AM,25.805,0.0,,,,
245,06/25/16 04:20:00 AM,25.513,0.0,,,,
246,06/25/16 04:25:00 AM,25.319,0.0,,,,
247,06/25/16 04:30:00 AM,25.222,0.0,,,,
248,06/25/16 04:35:00 AM,24.931,0.0,,,,
249,06/25/16 04:40:00 AM,24.738,0.0,,,,
250,06/25/16 04:45:00 AM,25.028,0.0,,,,
251,06/25/16 04:50:00 AM,25.610,0.0,,,,
252,06/25/16 04:55:00 AM,25.610,0.0,,,,
253,06/25/16 05:00:00 AM,24.835,0.0,,,,
254,06/25/16 05:05:00 AM,26.292,32.3,,,,
255,06/25/16 05:10:00 AM,26.292,75.3,,,,
256,06/25/16 05:15:00 AM,26.000,139.9,,,,
257,06/25/16 05:20:00 AM,25.416,226.0,,,,
258,06/25/16 05:25:00 AM,24.641,355.2,,,,
259,06/25/16 05:30:00 AM,23.773,527.4,,,,
260,06/25/16 05:35:00 AM,23.677,656.6,,,,
261,06/25/16 05:40:00 AM,24.738,785.8,,,,
262,06/25/16 05:45:00 AM,25.125,893.4,,,,
263,06/25/16 05:50:00 AM,25.513,1097.9,,,,
264,06/25/16 05:55:00 AM,25.805,1205.6,,,,
265,06/25/16 06:00:00 AM,25.222,1313.2,,,,
266,06/25/16 06:05:00 AM,24.738,1377.8,,,,
267,06/25/16 06:10:00 AM,24.835,1636.1,,,,
268,06/25/16 06:15:00 AM,25.222,1636.1,,,,
269,06/25/16 06:20:00 AM,25.125,1722.2,,,,
270,06/25/16 06:25:00 AM,24.835,1808.3,,,,
271,06/25/16 06:30:00 AM,24.351,1894.5,,,,
272,06/25/16 06:35:00 AM,24.351,2066.7,,,,
273,06/25/16 06:40:00 AM,25.416,2066.7,,,,
274,06/25/16 06:45:00 AM,26.195,2152.8,,,,
275,06/25/16 06:50:00 AM,26.781,2325.0,,,,
276,06/25/16 06:55:00 AM,26.683,2325.0,,,,
277,06/25/16 07:00:00 AM,26.195,2497.2,,,,
278,06/25/16 07:05:00 AM,25.902,2583.4,,,,
279,06/25/16 07:10:00 AM,25.125,2669.5,,,,
280,06/25/16 07:15:00 AM,24.641,2755.6,,,,
281,06/25/16 07:20:00 AM,24.835,3100.0,,,,
282,06/25/16 07:25:00 AM,26.000,3616.7,,,,
283,06/25/16 07:30:00 AM,26.097,4477.8,,,,
284,06/25/16 07:35:00 AM,26.097,4822.3,,,,
285,06/25/16 07:40:00 AM,25.902,5338.9,,,,
286,06/25/16 07:45:00 AM,25.513,5511.1,,,,
287,06/25/16 07:50:00 AM,25.416,5511.1,,,,
288,06/25/16 07:55:00 AM,25.125,5511.1,,,,
289,06/25/16 08:00:00 AM,25.125,5511.1,,,,
290,06/25/16 08:05:00 AM,24.835,6200.0,,,,
291,06/25/16 08:10:00 AM,24.738,6200.0,,,,
292,06/25/16 08:15:00 AM,24.835,6544.5,,,,
293,06/25/16 08:20:00 AM,24.738,6544.5,,,,
294,06/25/16 08:25:00 AM,24.931,7233.4,,,,
295,06/25/16 08:30:00 AM,27.173,115734.1,,,,
296,06/25/16 08:35:00 AM,32.704,115734.1,,,,
297,06/25/16 08:40:00 AM,38.046,126756.4,,,,
298,06/25/16 08:45:00 AM,40.761,132267.5,,,,
299,06/25/16 08:50:00 AM,41.458,132267.5,,,,
300,06/25/16 08:55:00 AM,40.415,137778.7,,,,
301,06/25/16 09:00:00 AM,40.185,137778.7,,,,
302,06/25/16 09:05:00 AM,39.502,137778.7,,,,
303,06/25/16 09:10:00 AM,38.938,148801.0,,,,
304,06/25/16 09:15:00 AM,38.826,148801.0,,,,
305,06/25/16 09:20:00 AM,40.071,154312.1,,,,
306,06/25/16 09:25:00 AM,40.530,154312.1,,,,
307,06/25/16 09:30:00 AM,42.401,148801.0,,,,
308,06/25/16 09:35:00 AM,41.458,154312.1,,,,
309,06/25/16 09:40:00 AM,44.580,165334.4,,,,
310,06/25/16 09:45:00 AM,42.401,165334.4,,,,
311,06/25/16 09:50:00 AM,44.334,165334.4,,,,
312,06/25/16 09:55:00 AM,46.593,170845.6,,,,
313,06/25/16 10:00:00 AM,48.155,170845.6,,,,
314,06/25/16 10:05:00 AM,48.955,154312.1,,,,
315,06/25/16 10:10:00 AM,47.499,176356.7,,,,
316,06/25/16 10:15:00 AM,46.465,176356.7,,,,
317,06/25/16 10:20:00 AM,45.956,170845.6,,,,
318,06/25/16 10:25:00 AM,45.956,176356.7,,,,
319,06/25/16 10:30:00 AM,46.593,176356.7,,,,
320,06/25/16 10:35:00 AM,49.360,176356.7,,,,
321,06/25/16 10:40:00 AM,50.180,176356.7,,,,
322,06/25/16 10:45:00 AM,49.496,187379.0,,,,
323,06/25/16 10:50:00 AM,50.180,187379.0,,,,
324,06/25/16 10:55:00 AM,51.578,176356.7,,,,
325,06/25/16 11:00:00 AM,51.578,187379.0,,,,
326,06/25/16 11:05:00 AM,52.149,187379.0,,,,
327,06/25/16 11:10:00 AM,50.042,187379.0,,,,
328,06/25/16 11:15:00 AM,50.180,187379.0,,,,
329,06/25/16 11:20:00 AM,53.461,187379.0,,,,
330,06/25/16 11:25:00 AM,52.437,198401.3,,,,
331,06/25/16 11:30:00 AM,52.873,187379.0,,,,
332,06/25/16 11:35:00 AM,53.019,198401.3,,,,
333,06/25/16 11:40:00 AM,52.727,198401.3,,,,
334,06/25/16 11:45:00 AM,51.295,198401.3,,,,
335,06/25/16 11:50:00 AM,49.632,198401.3,,,,
336,06/25/16 11:55:00 AM,48.554,198401.3,,,,
337,06/25/16 12:00:00 PM,48.554,198401.3,,,,
338,06/25/16 12:05:00 PM,50.456,198401.3,,,,
339,06/25/16 12:10:00 PM,52.293,198401.3,,,,
340,06/25/16 12:15:00 PM,50.595,198401.3,,,,
341,06/25/16 12:20:00 PM,50.318,198401.3,,,,
342,06/25/16 12:25:00 PM,51.436,198401.3,,,,
343,06/25/16 12:30:00 PM,50.318,209423.6,,,,
344,06/25/16 12:35:00 PM,49.632,209423.6,,,,
345,06/25/16 12:40:00 PM,52.293,209423.6,,,,
346,06/25/16 12:45:00 PM,53.313,198401.3,,,,
347,06/25/16 12:50:00 PM,50.456,198401.3,,,,
348,06/25/16 12:55:00 PM,51.014,198401.3,,,,
349,06/25/16 01:00:00 PM,51.295,198401.3,,,,
350,06/25/16 01:05:00 PM,50.042,198401.3,,,,
351,06/25/16 01:10:00 PM,51.863,198401.3,,,,
352,06/25/16 01:15:00 PM,53.019,198401.3,,,,
353,06/25/16 01:20:00 PM,49.768,198401.3,,,,
354,06/25/16 01:25:00 PM,49.225,198401.3,,,,
355,06/25/16 01:30:00 PM,50.595,198401.3,,,,
356,06/25/16 01:35:00 PM,49.496,198401.3,,,,
357,06/25/16 01:40:00 PM,50.874,198401.3,,,,
358,06/25/16 01:45:00 PM,52.149,198401.3,,,,
359,06/25/16 01:50:00 PM,52.006,187379.0,,,,
360,06/25/16 01:55:00 PM,52.149,187379.0,,,,
361,06/25/16 02:00:00 PM,50.318,187379.0,,,,
362,06/25/16 02:05:00 PM,50.456,187379.0,,,,
363,06/25/16 02:10:00 PM,52.582,187379.0,,,,
364,06/25/16 02:15:00 PM,50.734,187379.0,,,,
365,06/25/16 02:20:00 PM,51.154,176356.7,,,,
366,06/25/16 02:25:00 PM,51.578,187379.0,,,,
367,06/25/16 02:30:00 PM,49.090,176356.7,,,,
368,06/25/16 02:35:00 PM,48.023,170845.6,,,,
369,06/25/16 02:40:00 PM,48.554,187379.0,,,,
370,06/25/16 02:45:00 PM,49.905,176356.7,,,,
371,06/25/16 02:50:00 PM,50.595,176356.7,,,,
372,06/25/16 02:55:00 PM,50.456,170845.6,,,,
373,06/25/16 03:00:00 PM,52.873,170845.6,,,,
374,06/25/16 03:05:00 PM,53.461,165334.4,,,,
375,06/25/16 03:10:00 PM,53.313,159823.3,,,,
376,06/25/16 03:15:00 PM,52.293,154312.1,,,,
377,06/25/16 03:20:00 PM,51.014,159823.3,,,,
378,06/25/16 03:25:00 PM,51.578,159823.3,,,,
379,06/25/16 03:30:00 PM,52.293,159823.3,,,,
380,06/25/16 03:35:00 PM,53.313,148801.0,,,,
381,06/25/16 03:40:00 PM,53.019,159823.3,,,,
382,06/25/16 03:45:00 PM,51.154,148801.0,,,,
383,06/25/16 03:50:00 PM,49.905,148801.0,,,,
384,06/25/16 03:55:00 PM,50.595,137778.7,,,,
385,06/25/16 04:00:00 PM,50.595,132267.5,,,,
386,06/25/16 04:05:00 PM,51.436,137778.7,,,,
387,06/25/16 04:10:00 PM,51.436,137778.7,,,,
388,06/25/16 04:15:00 PM,50.595,126756.4,,,,
389,06/25/16 04:20:00 PM,49.360,121245.2,,,,
390,06/25/16 04:25:00 PM,47.368,115734.1,,,,
391,06/25/16 04:30:00 PM,48.421,115734.1,,,,
392,06/25/16 04:35:00 PM,48.821,115734.1,,,,
393,06/25/16 04:40:00 PM,46.337,20666.8,,,,
394,06/25/16 04:45:00 PM,40.415,15844.5,,,,
395,06/25/16 04:50:00 PM,35.435,12400.1,,,,
396,06/25/16 04:55:00 PM,35.756,11022.3,,,,
397,06/25/16 05:00:00 PM,35.864,8266.7,,,,
398,06/25/16 05:05:00 PM,35.328,5511.1,,,,
399,06/25/16 05:10:00 PM,33.535,4650.0,,,,
400,06/25/16 05:15:00 PM,32.704,4305.6,,,,
401,06/25/16 05:20:00 PM,32.497,4477.8,,,,
402,06/25/16 05:25:00 PM,32.911,4650.0,,,,
403,06/25/16 05:30:00 PM,32.497,4133.4,,,,
404,06/25/16 05:35:00 PM,30.862,3616.7,,,,
405,06/25/16 05:40:00 PM,29.652,3272.2,,,,
406,06/25/16 05:45:00 PM,28.853,2927.8,,,,
407,06/25/16 05:50:00 PM,28.754,2669.5,,,,
408,06/25/16 05:55:00 PM,28.357,2669.5,,,,
409,06/25/16 06:00:00 PM,27.862,2583.4,,,,
410,06/25/16 06:05:00 PM,27.567,2497.2,,,,
411,06/25/16 06:10:00 PM,27.961,2411.1,,,,
412,06/25/16 06:15:00 PM,28.456,2325.0,,,,
413,06/25/16 06:20:00 PM,30.659,2238.9,,,,
414,06/25/16 06:25:00 PM,32.086,2066.7,,,,
415,06/25/16 06:30:00 PM,31.064,2066.7,,,,
416,06/25/16 06:35:00 PM,29.452,2066.7,,,,
417,06/25/16 06:40:00 PM,27.961,2583.4,,,,
418,06/25/16 06:45:00 PM,27.567,2755.6,,,,
419,06/25/16 06:50:00 PM,27.567,3100.0,,,,
420,06/25/16 06:55:00 PM,27.370,3272.2,,,,
421,06/25/16 07:00:00 PM,27.173,2927.8,,,,
422,06/25/16 07:05:00 PM,26.683,2497.2,,,,
423,06/25/16 07:10:00 PM,26.195,2152.8,,,,
424,06/25/16 07:15:00 PM,25.708,1808.3,,,,
425,06/25/16 07:20:00 PM,25.416,1550.0,,,,
426,06/25/16 07:25:00 PM,25.610,1550.0,,,,
427,06/25/16 07:30:00 PM,25.513,1184.0,,,,
428,06/25/16 07:35:00 PM,25.902,1033.3,,,,
429,06/25/16 07:40:00 PM,25.805,893.4,,,,
430,06/25/16 07:45:00 PM,25.513,635.1,,,,
431,06/25/16 07:50:00 PM,27.961,409.0,,,,
432,06/25/16 07:55:00 PM,29.252,226.0,,,,
433,06/25/16 08:00:00 PM,30.457,107.6,,,,
434,06/25/16 08:05:00 PM,30.659,53.8,,,,
435,06/25/16 08:10:00 PM,31.268,21.5,,,,
436,06/25/16 08:15:00 PM,30.558,0.0,,,,
437,06/25/16 08:20:00 PM,31.676,0.0,,,,
438,06/25/16 08:25:00 PM,31.983,0.0,,,,
439,06/25/16 08:30:00 PM,33.326,0.0,,,,
440,06/25/16 08:35:00 PM,33.953,0.0,,,,
441,06/25/16 08:40:00 PM,33.430,0.0,,,,
442,06/25/16 08:45:00 PM,32.704,0.0,,,,
443,06/25/16 08:50:00 PM,31.880,0.0,,,,
444,06/25/16 08:55:00 PM,32.704,0.0,,,,
445,06/25/16 09:00:00 PM,30.862,0.0,,,,
446,06/25/16 09:05:00 PM,30.255,0.0,,,,
447,06/25/16 09:10:00 PM,30.457,0.0,,,,
448,06/25/16 09:15:00 PM,29.652,0.0,,,,
449,06/25/16 09:20:00 PM,30.659,0.0,,,,
450,06/25/16 09:25:00 PM,32.394,0.0,,,,
451,06/25/16 09:30:00 PM,33.014,0.0,,,,
452,06/25/16 09:35:00 PM,33.222,0.0,,,,
453,06/25/16 09:40:00 PM,33.222,0.0,,,,
454,06/25/16 09:45:00 PM,32.394,0.0,,,,
455,06/25/16 09:50:00 PM,32.807,0.0,,,,
456,06/25/16 09:55:00 PM,32.291,0.0,,,,
457,06/25/16 10:00:00 PM,31.064,0.0,,,,
458,06/25/16 10:05:00 PM,31.166,0.0,,,,
